iter	RMSE
595	0.03600593851
596	0.03597860137
597	0.03591327335
598	0.03589533626
599	0.03587395706
600	0.03583942306
601	0.0358222894
602	0.03579871854
603	0.03577739087
604	0.035721472
605	0.03563280657
606	0.03559721156
607	0.03556784961
608	0.03552608027
609	0.03549860279
610	0.0354684123
611	0.03544373273
612	0.03535535867
613	0.03529248078
614	0.0352475873
615	0.03518544402
616	0.03515659459
617	0.03510065715
618	0.03503667204
619	0.03501581109
620	0.03498824532
621	0.03494762481
622	0.03492817847
623	0.03489104195
624	0.03486602393
625	0.0347939072
626	0.03477211141
627	0.03472939201
628	0.0346659542
629	0.03462998619
630	0.0345743687
631	0.03455846238
632	0.03454080157
633	0.03449861398
634	0.03447366809
635	0.03442600122
636	0.03436295014
637	0.03431500315
638	0.03424763782
639	0.03415879415
640	0.03404036502
641	0.03397496474
642	0.03386121099
643	0.03384429834
644	0.03381710715
645	0.03379758389
646	0.03375746414
647	0.03372476233
648	0.03370567233
649	0.03368029834
650	0.03364115145
651	0.03360720418
652	0.03358994865
653	0.03357571035
654	0.03354022175
655	0.03349106332
656	0.03346950803
657	0.03340675807
658	0.03337661167
659	0.03334377272
660	0.0332861892
661	0.03326876662
662	0.03324960437
663	0.03323713858
664	0.03319659428
665	0.03317474008
666	0.03315104884
667	0.03313261543
668	0.03311367943
669	0.03310394922
670	0.033077045
671	0.03304826018
672	0.03300930835
673	0.03299469743
674	0.032975647
675	0.03292057218
676	0.03289082024
677	0.03279597805
678	0.03277171029
679	0.03275375091
680	0.03271940076
681	0.03270003144
682	0.03269023656
683	0.03267935956
684	0.03263651397
685	0.03260957943
686	0.03257879746
687	0.03256692728
688	0.03255350046
689	0.0325229513
690	0.03250287526
691	0.03248178308
692	0.03244526449
693	0.03242670147
694	0.03237179467
695	0.03229795262
696	0.03226998478
697	0.03221885906
698	0.03219180097
699	0.03213007933
700	0.03205319737
701	0.03202057627
702	0.03200797792
703	0.03192691067
704	0.03190996685
705	0.03188903492
706	0.03186904843
707	0.03182902954
708	0.03181231454
709	0.03178076631
710	0.03176491409
711	0.03173569498
712	0.03169462802
713	0.03164319133
714	0.03162296985
715	0.03151132046
716	0.03149561696
717	0.03142583363
718	0.03140779005
719	0.03137154775
720	0.03133827307
721	0.03131942068
722	0.031277826
723	0.03122837957
724	0.03119890891
725	0.03114852852
726	0.03112666174
727	0.03111618114
728	0.03110490016
729	0.0310901653
730	0.03101018805
731	0.03099891626
732	0.03097042619
733	0.03093698398
734	0.03092036793
735	0.03090300416
736	0.03089723065
737	0.03086755788
738	0.03083779311
739	0.03080533241
740	0.03077009088
741	0.03073214249
742	0.03070668379
743	0.03066909122
744	0.03065736632
745	0.03060444984
746	0.03059555466
747	0.03057973585
748	0.03055455596
749	0.03050680372
750	0.03049264013
751	0.03047862153
752	0.03046655503
753	0.03044785751
754	0.03043484195
755	0.03039559684
756	0.0303827057
757	0.03035102717
758	0.03031944202
759	0.03027224891
760	0.03024838771
761	0.03022086259
762	0.03019058104
763	0.03017697538
764	0.03016027717
765	0.03014156147
766	0.03011066813
767	0.03007948142
768	0.0300664924
769	0.03004866601
770	0.02995050224
771	0.02993755188
772	0.02991852504
773	0.02990677744
774	0.02986158463
775	0.02983675432
776	0.02981676146
777	0.02977646424
778	0.02973036071
779	0.02970848627
780	0.02966942289
781	0.02965849279
782	0.02963594947
783	0.02960317011
784	0.02959589764
785	0.02958639393
786	0.0295367031
787	0.02951945367
788	0.02950831735
789	0.02950111356
790	0.02946734699
791	0.02945809443
792	0.02944576745
793	0.02943180826
794	0.02940856238
795	0.02935107108
796	0.02933458079
797	0.02931688036
798	0.02930541808
799	0.02924675142
800	0.02922756826
801	0.02921720697
802	0.02920225517
803	0.02917805156
804	0.02915832404
805	0.02913287297
806	0.02909849718
807	0.02908320607
808	0.02906064943
809	0.02901643762
810	0.02901075228
811	0.02896987789
812	0.02891277601
813	0.02890683188
814	0.02889334869
815	0.02888125634
816	0.02887257413
817	0.02885565431
818	0.02882063373
819	0.02879800475
820	0.0287760067
821	0.02876833078
822	0.02875528212
823	0.02874480659
824	0.02873358242
825	0.02869193351
826	0.02865497329
827	0.02863311669
828	0.02862045026
829	0.02860816611
830	0.02859636146
831	0.02857719733
832	0.02854026262
833	0.02851047987
834	0.02848401944
835	0.0284670094
836	0.02845507948
837	0.02844281035
838	0.02840849029
839	0.02837246291
840	0.02833668514
841	0.02832543818
842	0.02830260926
843	0.02829082094
844	0.02828236818
845	0.02820564361
846	0.02807688267
847	0.0280609368
848	0.02805189876
849	0.02802837774
850	0.02801784431
851	0.02799959126
852	0.02794442183
853	0.02790794747
854	0.02787095383
855	0.02785881813
856	0.02783843034
857	0.02783035668
858	0.02781547544
859	0.02779408832
860	0.02777444087
